PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
38129130,Randomised crossover study on pulse oximeter readings from different sensors in very preterm infants.,Archives of disease in childhood. Fetal and neonatal edition,2024,"Maiwald CA, Schwarz CE, Böckmann K, Springer L, Poets CF, Franz A","In extremely preterm infants, different target ranges for pulse oximeter saturation (SpO
Single-centre, randomised, triple crossover study.
Tertiary neonatal intensive care unit.
24 infants, born at <32 weeks' gestation, with current weight <1500 g and without right-to-left shunt via a patent ductus arteriosus.
Simultaneous readings from three SpO
Primary outcome was the difference in SpO
Mean gestational age at birth (±SD) was 27
There were systematic differences in SpO
DRKS00027285.",https://pubmed.ncbi.nlm.nih.gov/38129130/
38005550,Evaluation of Leading Smartwatches for the Detection of Hypoxemia: Comparison to Reference Oximeter.,"Sensors (Basel, Switzerland)",2023,"Walzel S, Mikus R, Rafl-Huttova V, Rozanek M, Bachman TE, Rafl J","Although smartwatches are not considered medical devices, experimental validation of their accuracy in detecting hypoxemia is necessary due to their potential use in monitoring conditions manifested by a prolonged decrease in peripheral blood oxygen saturation (SpO",https://pubmed.ncbi.nlm.nih.gov/38005550/
36163005,"Correspondence to: performance of the new SmartCardia wireless, wearable oximeter: a comparison with arterial SaO2 in healthy volunteers.",BMC anesthesiology,2022,"Barker SJ, Wilson WC","In a recent publication in BMC Anesthesiology, Rincon, et al.present accuracy data for three pulse oximeters with sensors located at three different anatomic sites. Their results for the Masimo Radical with fingertip sensor are erroneous, and we present valid data here. Rincon, et al.show a Bias ± Precision of 2.02 ± 4.6, while the correct laboratory values are -0.01 ± 1.16. The most probable reason for these invalid data is that insufficient time was used at each saturation plateau to allow stabilization of SpO",https://pubmed.ncbi.nlm.nih.gov/36163005/
35169968,Validation of the Masimo O3™ regional oximetry device in pediatric patients undergoing cardiac surgery.,Journal of clinical monitoring and computing,2022,"Lee JH, Song IS, Kang P, Ji SH, Jang YE, Kim EH, Kim HS, Kim JT",We assessed the accuracy of Masimo O3™ regional cerebral oxygen saturation (rSO,https://pubmed.ncbi.nlm.nih.gov/35169968/
34934065,Passive longitudinal weight and cardiopulmonary monitoring in the home bed.,Scientific reports,2021,"Harrington N, Bui QM, Wei Z, Hernandez-Pacheco B, DeYoung PN, Wassell A, Duwaik B, Desai AS, Bhatt DL, Agnihotri P, Owens RL, Coleman TP, King KR","Home health monitoring has the potential to improve outpatient management of chronic cardiopulmonary diseases such as heart failure. However, it is often limited by the need for adherence to self-measurement, charging and self-application of wearables, or usage of apps. Here, we describe a non-contact, adherence-independent sensor, that when placed beneath the legs of a patient's home bed, longitudinally monitors total body weight, detailed respiratory signals, and ballistocardiograms for months, without requiring any active patient participation. Accompanying algorithms separate weight and respiratory signals when the bed is shared by a partner or a pet. Validation studies demonstrate quantitative equivalence to commercial sensors during overnight sleep studies. The feasibility of detecting obstructive and central apneas, cardiopulmonary coupling, and the hemodynamic consequences of non-sustained ventricular tachycardia is also established. Real-world durability is demonstrated by 3 months of in-home monitoring in an example patient with heart failure and ischemic cardiomyopathy as he recovers from coronary artery bypass grafting surgery. BedScales is the first sensor to measure adherence-independent total body weight as well as longitudinal cardiopulmonary physiology. As such, it has the potential to create a multidimensional picture of chronic disease, learn signatures of impending hospitalization, and enable optimization of care in the home.",https://pubmed.ncbi.nlm.nih.gov/34934065/
34728475,Defining hypoxaemia from pulse oximeter measurements of oxygen saturation in well children at low altitude in Bangladesh: an observational study.,BMJ open respiratory research,2021,"McCollum ED, King C, Ahmed S, Hanif AAM, Roy AD, Islam AA, Colbourn T, Schuh HB, Ginsburg AS, Hooli S, Chowdhury NH, Rizvi SJR, Begum N, Baqui AH, Checkley W","WHO defines hypoxaemia, a low peripheral arterial oxyhaemoglobin saturation (SpO
We prospectively enrolled well, children aged 3-35 months participating in a pneumococcal vaccine evaluation in Sylhet district, Bangladesh between June and August 2017. Trained health workers conducting community surveillance measured the SpO
Our primary analytical sample included 1470 children (mean age 18.6±9.5 months). Median SpO
A SpO",https://pubmed.ncbi.nlm.nih.gov/34728475/
34690135,Monitoring free flaps and replanted digits via perfusion index - A proof of concept study.,Clinical hemorheology and microcirculation,2022,"Strauss C, Anker A, Klein S, Kemper R, Brebant V, Prantl L, Geis S","Early detection and treatment of vascular complications in replanted digits is essential for the survival. The perfusion index (PI) represents a marker of peripheral perfusion as it shows the ratio of pulsatile to non-pulsatile blood flow.
To evaluate the feasibility and applicability of the PI as a monitoring tool for free flaps and replanted digits by measuring the inter- and intraindividual changes in PI.
Five patients were postoperatively monitored according to intern standards by hourly clinical evaluation. Additionally, a pulse oximeter with SET-technology® (Masimo Radial 7, Masimo Corporation, Irvine, USA) was added with a LNCS® Red TFA-1 SpO2 sensor (Masimo Corporation, Irvine, USA) and respectively a LNCS® Neo-3 neonatal finger clip to evaluate the perfusion via PI and SpO2.
All patients showed sufficient perfusion in clinical controls. There was no detectable vascular complication during follow-up. Mean perfusion index was 0.93 with a median of 0.44. The patients showed a mean SpO2 of 90.59%with a median of 89.21%.
Our results show a great intra- and interindividual range of PI and SpO2. SpO2 provided an even greater range than PI. Trends in intraindividual PI changes may be a promising monitoring tool for free flaps and replanted digits.",https://pubmed.ncbi.nlm.nih.gov/34690135/
34338865,"Tribute to Dr. Takuo Aoyagi, inventor of pulse oximetry.",Journal of anesthesia,2021,"Miyasaka K, Shelley K, Takahashi S, Kubota H, Ito K, Yoshiya I, Yamanishi A, Cooper JB, Steward DJ, Nishida H, Kiani J, Ogino H, Sata Y, Kopotic RJ, Jenkin K, Hannenberg A, Gawande A","Dr. Takuo Aoyagi invented pulse oximetry in 1974. Pulse oximeters are widely used worldwide, most recently making headlines during the COVID-19 pandemic. Dr. Aoyagi passed away on April 18, 2020, aware of the significance of his invention, but still actively searching for the theory that would take his invention to new heights.
Many people who knew Dr. Aoyagi, or knew of him and his invention, agreed to participate in this tribute to his work. The authors, from Japan and around the world, represent all aspects of the development of medical devices, including scientists and engineers, clinicians, academics, business people, and clinical practitioners.
While the idea of pulse oximetry originated in Japan, device development lagged in Japan due to a lack of business, clinical, and academic interest. Awareness of the importance of anesthesia safety in the US, due to academic foresight and media attention, in combination with excellence in technological innovation, led to widespread use of pulse oximetry around the world.
Dr. Aoyagi's final wish was to find a theory of pulse oximetry. We hope this tribute to him and his invention will inspire a new generation of scientists, clinicians, and related organizations to secure the foundation of the theory.",https://pubmed.ncbi.nlm.nih.gov/34338865/
34039761,Inhaled Nitric Oxide Delivery Systems for Mechanically Ventilated and Nonintubated Patients: A Review.,Respiratory care,2021,"Gianni S, Carroll RW, Kacmarek RM, Berra L",Nitric oxide (NO) is a biologically active molecule approved for the treatment of pulmonary hypertension in newborn patients. Commercially available NO delivery systems use pressurized cylinders as the source of NO and a sensor to control the concentrations of NO and nitrogen dioxide (NO,https://pubmed.ncbi.nlm.nih.gov/34039761/
33938673,Update on the SedLine® algorithm for calculating the Patient State Index of older individuals during general anesthesia: a randomized controlled trial.,Minerva anestesiologica,2021,"Obara S, Oishi R, Nakano Y, Noji Y, Ebana H, Isosu T, Kurosawa S, Murakawa M","The SedLine
Thirty-three patients undergoing sevoflurane-remifentanil anesthesia were randomized into two groups. SedLine
Compared to the old algorithm group, the incidence of AHPSi was significantly lower in the updated algorithm group (26.7% vs. 4.2%, P<0.001). Lower TP values and the use of the old algorithm have significant effect on increased PSi values (P<0.001).
The incidence of AHPSi decreased with the use of the updated version of the SedLine",https://pubmed.ncbi.nlm.nih.gov/33938673/
33903716,Accuracy of two pulse-oximetry measurements for INTELLiVENT-ASV in mechanically ventilated patients: a prospective observational study.,Scientific reports,2021,"Katayama S, Shima J, Tonai K, Koyama K, Nunomiya S","Recently, maintaining a certain oxygen saturation measured by pulse oximetry (SpO",https://pubmed.ncbi.nlm.nih.gov/33903716/
33823811,"Simultaneous comparison of depth of sedation performance between SedLine and BIS during general anesthesia using custom passive interface hardware: study protocol for a prospective, non-blinded, non-randomized trial.",BMC anesthesiology,2021,"Jones JH, Nittur VR, Fleming N, Applegate RL","Intraoperative brain function monitoring with processed electroencephalogram (EEG) indices, such as the bispectral index (BIS) and patient state index (PSI), may improve characterization of the depth of sedation or anesthesia when compared to conventional physiologic monitors, such as heart rate and blood pressure. However, the clinical assessment of anesthetic depth may not always agree with available processed EEG indices. To concurrently compare the performance of BIS and SedLine monitors, we present a data collection system using shared individual generic sensors connected to a custom-built passive interface box.
This prospective, non-blinded, non-randomized study will enroll 100 adult American Society of Anesthesiologists (ASA) class I-III patients presenting for elective procedures requiring general anesthesia. BIS and SedLine electrodes will be placed preoperatively according to manufacturer recommendations and their respective indices tracked throughout anesthesia induction, maintenance and emergence. The concordance between processed EEG indices and clinical assessments of anesthesia depth will be analyzed with chi-square and kappa statistic.
Prior studies comparing brain function monitoring devices have applied both sensors on the forehead of study subjects simultaneously. With limited space and common sensor locations between devices, it is not possible to place both commercial sensor arrays according to the manufacturer's recommendations, thus compromising the validity of these comparisons. This trial utilizes a custom interface allowing signals from sensors to be shared between BIS and SedLine monitors to provide an accurate comparison. Our results will also characterize the degree of agreement between processed EEG indices and clinical assessments of anesthetic depth as determined by the anesthesiologists' interpretations of acute changes in blood pressure and heart rate as well as the administration, or change to the continuous delivery, of medications at these timepoints. Patient factors (such as burst suppression state or low power EEG conditions from aging brain), surgical conditions (such as use of electrocautery), artifacts (such as electromyography), and anesthesia medications and doses (such as end-tidal concentration of volatile anesthetic or hypnotic infusion dose) that lead to lack of agreement will be explored as well.
Clinical Trials ( ClinicalTrials.gov ), NCT03865316 . Registered on 4 February 2019 - retrospectively registered.
Masimo Corporation.",https://pubmed.ncbi.nlm.nih.gov/33823811/
33212998,A Textile Sleeve for Monitoring Oxygen Saturation Using Multichannel Optical Fibre Photoplethysmography.,"Sensors (Basel, Switzerland)",2020,"Ballaji HK, Correia R, Korposh S, Hayes-Gill BR, Hernandez FU, Salisbury B, Morgan SP","Textile-based systems are an attractive prospect for wearable technology as they can provide monitoring of key physiological parameters in a comfortable and unobtrusive form. A novel system based on multichannel optical fibre sensor probes integrated into a textile sleeve is described. The system measures the photoplethysmogram (PPG) at two wavelengths (660 and 830 nm), which is then used to calculate oxygen saturation (SpO",https://pubmed.ncbi.nlm.nih.gov/33212998/
32815872,Oxygen Reserve Index: Utility as an Early Warning for Desaturation in High-Risk Surgical Patients.,Anesthesia and analgesia,2021,"Fleming NW, Singh A, Lee L, Applegate RL","Perioperative pulse oximetry hemoglobin saturation (Spo2) measurement is associated with fewer desaturation and hypoxia episodes. However, the sigmoidal nature of oxygen-hemoglobin dissociation limits the accuracy of estimation of the partial pressure of oxygen (Pao2) >80 mm Hg and correspondingly limits the ability to identify when Pao2 >80 mm Hg but falling. We hypothesized that a proxy measurement for oxygen saturation (Oxygen Reserve Index [ORI]) derived from multiwavelength pulse oximetry may allow additional warning time before critical desaturation or hypoxia. To test our hypothesis, we used a Masimo multiwavelength pulse oximeter to compare ORI and Spo2 warning times during apnea in high-risk surgical patients undergoing cardiac surgery.
This institutional review board-approved prospective study (NCT03021473) enrolled American Society of Anesthesiologists physical status III or IV patients scheduled for elective surgery with planned preinduction arterial catheter placement. In addition to standard monitors, an ORI sensor was placed and patients were monitored with a pulse oximeter displaying the ORI, a nondimensional parameter that ranges from 0 to 1. Patients were then preoxygenated until ORI plateaued. Following induction of anesthesia, mask ventilation with 100% oxygen was performed until neuromuscular blockade was established. Endotracheal intubation was accomplished using videolaryngoscopy to confirm placement. The endotracheal tube was not connected to the breathing circuit, and patients were allowed to be apneic. Ventilation was resumed when Spo2 reached 94%. We defined ORI warning time as the time from when the ORI alarm registered (based on the absolute value and the rate of change) until the Spo2 decreased to 94%. We defined the Spo2 warning time as the time for Spo2 to decrease from 97% to 94%. The added warning time provided by ORI was defined as the difference between ORI warning time and Spo2 warning time.
Forty subjects were enrolled. Complete data for analysis were available from 37 patients. The ORI alarm registered before Spo2 decreasing to 97% in all patients. Median (interquartile range [IQR]) ORI warning time was 80.4 seconds (59.7-105.9 seconds). Median (IQR) Spo2 warning time was 29.0 seconds (20.5-41.0 seconds). The added warning time provided by ORI was 48.4 seconds (95% confidence interval [CI], 40.4-62.0 seconds; P < .0001).
In adult high-risk surgical patients, ORI provided clinically relevant added warning time of impending desaturation compared to Spo2. This additional time may allow modification of airway management, earlier calls for help, or assistance from other providers. The potential patient safety impact of such monitoring requires further study.",https://pubmed.ncbi.nlm.nih.gov/32815872/
32611602,Effect of opaque wraps for pulse oximeter sensors: randomised cross-over trial.,Archives of disease in childhood. Fetal and neonatal edition,2021,"Kannan Loganathan P, O'Shea JE, Harikumar C, Brigham JC, Rabi Y, Gupta S","Evidence is lacking as to whether ambient light or phototherapy light could interfere with pulse oximeter performance.
In this randomised cross-over trial, we recruited neonates of gestation >24 weeks. Consented infants were randomly assigned to either pulse oximeter sensor with opaque wrap or without opaque wrap. Nellcor and Masimo sensors were applied simultaneously to different feet for 10 min of recording. Infants were crossed over to the other intervention for a further 10 min, totalling 20 min recording per infant. Primary outcome was faster acquisition of data with shielding of pulse oximeter sensor as compared with not shielding.
A total of 96 babies were recruited. There was no difference in primary outcome of time taken to display valid data between the two groups (opaque wrap: 12.73±3.1 s vs no opaque wrap: 13.16±3.3 s, p=0.27). There was no difference in any of the secondary outcomes (percentage of valid data points, percentage of time saturation below target, and so on) between the two groups in both pulse oximeters. Masimo sensor readings displayed a higher mean oxygen saturation (mean difference of 2.85, p=0.001) and lower percentage of time saturation below 94% (mean difference of -27.8, p=0.001) than Nellcor in both groups. There was no difference in any of the outcomes in babies receiving phototherapy (n=21).
In this study, shielding the pulse oximeter sensor from ambient light or phototherapy light did not yield faster data acquisition or better data quality.
ISRCTN10302534.",https://pubmed.ncbi.nlm.nih.gov/32611602/
32592515,The usefulness of non-invasive co-oximetry haemoglobin measurement for screening pre-operative anaemia.,Anaesthesia,2021,"Ke YH, Hwang KY, Thin TN, Sim YE, Abdullah HR",Pre-operative anaemia (haemoglobin < 13.0 g.dl,https://pubmed.ncbi.nlm.nih.gov/32592515/
32531975,Evaluation of a Novel Ear Pulse Oximeter: Towards Automated Oxygen Titration in Eyeglass Frames.,"Sensors (Basel, Switzerland)",2020,"Braun F, Verjus C, Solà J, Marienfeld M, Funke-Chambour M, Krauss J, Geiser T, Guler SA","Current oxygen delivery modes lack monitoring and can be cumbersome for patients with chronic respiratory diseases. Integrating a pulse oximeter and nasal oxygen cannulas into eyeglasses would reduce the burden of current solutions. An ear pulse oximeter (OxyFrame) was evaluated on 16 healthy volunteers and 20 hypoxemic patients with chronic respiratory diseases undergoing a prespecified protocol simulating daily activities. Correlation, error, and accuracy root mean square error (A",https://pubmed.ncbi.nlm.nih.gov/32531975/
32424516,Study of early warning for desaturation provided by Oxygen Reserve Index in obese patients.,Journal of clinical monitoring and computing,2021,"Tsymbal E, Ayala S, Singh A, Applegate RL, Fleming NW",Acute hemoglobin desaturation can reflect rapidly decreasing PaO,https://pubmed.ncbi.nlm.nih.gov/32424516/
