PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
34563112,The effect of an eye mask on midazolam requirement for sedation during spinal anesthesia: a randomized controlled trial.,BMC anesthesiology,2021,"Yoo SW, Ki MJ, Kim D, Oh YJ, Lee J","Midazolam is frequently used for sedation during spinal anesthesia. However, external environmental factors, such as bright surgical lights, may hamper patient relaxation, which may lead to an increase in the dose of midazolam required and the likelihood of adverse drug effects. We investigated whether using an eye mask to block the external environment could reduce midazolam requirements during spinal anesthesia.
Participants aged 18-‒80 years, scheduled for elective surgery under spinal anesthesia, were randomly divided into a masked group (wearing eye masks during surgery, n = 20) and a control group (no mask, n = 18). The sedation level was assessed using a modified Observer Assessment of Alertness and Sedation (MOAA/S) scale. Midazolam (1 mg) was incrementally administered every 5 min until moderate sedation (MOAA/S score of 3) was achieved. The bispectral index (BIS) was monitored, and the onset and maintenance times of a BIS < 80 were recorded.
The two groups had similar demographic characteristics. The midazolam requirements were significantly lower in the masked group than in the control group (2.8 mg vs. 3.7 mg, P = 0.024). However, the onset and maintenance times for a BIS < 80 were similar. In addition, there were no significant differences in the incidence of side effects or patient satisfaction between the two groups.
Blocking the external environment with an eye mask during spinal anesthesia can reduce the requirement for sedatives, such as midazolam.
The trial was retrospectively registered with the Clinical Research Information Service (No. KCT0005528, 15/10/2020) entitled ""Can we reduce an amount of sleeping pills just by blocking light?"".",https://pubmed.ncbi.nlm.nih.gov/34563112/
33859518,Changes in electroencephalographic power and bicoherence spectra according to depth of dexmedetomidine sedation in patients undergoing spinal anesthesia.,International journal of medical sciences,2021,"Seo KH, Kim K, Lee SK, Cho J, Hong JH",,https://pubmed.ncbi.nlm.nih.gov/33859518/
33672569,The Use of Middle Latency Auditory Evoked Potentials (MLAEP) as Methodology for Evaluating Sedation Level in Propofol-Drug Induced Sleep Endoscopy (DISE) Procedure.,International journal of environmental research and public health,2021,"Arigliani M, Toraldo DM, Ciavolino E, Lattante C, Conte L, Arima S, Arigliani C, Palumbo A, De Benedetto M","To analyze the middle latency auditory evoked potential index (MLAEPi), compared to the standard bispectral index (BIS), as a method for evaluating the sedation level in drug-induced sleep endoscopy (DISE). In this controlled clinical study on a sample of 99 obstructive sleep apnea (OSA) or snoring patients, we compared the MLAEPi with the BIS after propofol infusion during the standard DISE technique in order to define the MLAEPi values within the observational window of the procedure. The DISE procedure was divided into eight steps, and we collected both MLAEPi and BIS data values from the same patient in every step. The MLAEPi showed a faster response than the BIS after propofol infusion during DISE. Therefore, the clinical use of the MLAEPi in evaluating the sedation level seems to be a good alternative to the current technological standards.",https://pubmed.ncbi.nlm.nih.gov/33672569/
32691283,Modelling the PSI response in general anesthesia.,Journal of clinical monitoring and computing,2021,"Pérez GA, Pérez JAM, Álvarez ST, Morales JAR, Fragoso AML","In anesthesia automation, one of the main important issues is the availability of a reliable measurement of the depth of consciousness level (hypnosis) of the patient. According to this value, the hypnotic drug dosage can be adequately calculated. One of the most studied hypnosis indexes is the bispectral index (BIS). In this article we analyzed an alternative called patient state index (PSI). The objectives of this study are, first, to validate the accuracy of the PSI describing the hypnosis level during the maintenance phase of general anesthesia, by comparing with the BIS and, second, to model the relationship between propofol infusion rate and PSI values, obtained from a SEDLine monitor. For this, real data from patients undergoing general anesthesia simultaneously monitored with both BIS and PSI signals was used. Results obtained are interesting for a correct interpretation of PSI signal in clinical practice.",https://pubmed.ncbi.nlm.nih.gov/32691283/
31802541,Target-controlled infusion of dexmedetomidine effect-site concentration for sedation in patients undergoing spinal anaesthesia.,Journal of clinical pharmacy and therapeutics,2020,"Kim KM, Seo KH, Lee JM, Park EY, Park J","Dexmedetomidine has been a preferred sedative for patients undergoing regional anaesthesia and is mostly administered via conventional zero-order infusion. Recently, a pharmacokinetic-pharmacodynamic (PKPD) model of dexmedetomidine has been published, but no external validation has been reported in clinical trials. We aimed to administer target-controlled infusion (TCI) of dexmedetomidine at the effect-site concentration (Ce) to patients undergoing spinal anaesthesia and investigate the relationship between dexmedetomidine Ce and the sedative effects.
Forty-five patients scheduled for orthopaedic surgery received spinal anaesthesia with 0.5% bupivacaine. After confirmation of sensory block level, we initiated effect-site TCI of dexmedetomidine using Colin's model and assessed sedation levels using the Modified Observer's Assessment of Alertness/Sedation (MOAA/S) scale and bispectral index (BIS) with each stepwise increase in the dexmedetomidine Ce. We used a non-linear mixed-effects model to determine the PD relationships between the dexmedetomidine Ce and sedation level.
The dexmedetomidine Ce associated with 50% probability (Ce
We applied effect-site TCI of dexmedetomidine in patients undergoing spinal anaesthesia for the first time. Dexmedetomidine Ce correlated significantly with MOAA/S scale and BIS, and was 0.89 and 1.19 ng/mL for moderate and deep sedation, respectively.",https://pubmed.ncbi.nlm.nih.gov/31802541/
30238330,Effectiveness of preanesthetic administration of gabapentin on sedative action during intravenous sedation with propofol.,Journal of anesthesia,2018,"Hosokawa R, Ito S, Hirokawa J, Oshima Y, Yokoyama T","There are no sufficient evidences for the sedative effect of gabapentin during anesthesia, especially intravenous sedation (IVS). The purpose of this study was to evaluate the sedative effect of gabapentin as preanesthetic medication during the IVS with propofol.
10 volunteer subjects joined this study. They underwent propofol IVS three times on separate days. On the first day, the IVS without gabapentin was performed as a control. On the second and the third day, gabapentin 200 mg and 400 mg were administered before the IVS, respectively. The target blood concentration (C
Compared to the control group, the propofol C
The oral administration of 400 mg dose of gabapentin reduced the propofol C",https://pubmed.ncbi.nlm.nih.gov/30238330/
30216182,Electrodermal Activity Monitoring During Painful Stimulation in Sedated Adult Intensive Care Unit Patients: a Pilot Study.,Acta medica (Hradec Kralove),2018,"Aslanidis T, Grosomanidis V, Karakoulas K, Chatzisotiriou A","Introduction-Aim: Newer methods, such as infrared digital pupillometry and electrodermal activity (EDA) measurement have been suggested as good alternatives for analgesia monitoring in critically ill patients. This study analyzed EDA changes due to pain stimulus in sedated adult critical care patients Methods: Skin conductance variability, selected hemodynamic and respiratory parameters, Bispectral index (BIS) and ambient noise level, were monitored during 4 hour routine daytime in an adult ICU. 4h-Measurements were divided into 2 groups, based upon the sedation level of the patients: Group A - Ramsay Sedation Score 2-4 and Group B - Ramsay Sedation Score of 5-6. Selected recordings before and after pain stimulus were performed. The stimulus chosen was the pressure applied to nail bed for 10 sec, which was performed routinely during neurological examination. Patients' demographics, laboratory exams and severity scores were recorded. Pain status evaluation before every event was also performed by 2 independent observers via Critical Care Pain Observation Tool (CPOT) and Adult Non Verbal Pain Score (ANVPS) Results: In both groups the rate of EDA changes was greater than other monitoring parameters: more in Group A than in Group B. Yet, the difference between groups was not statistically significant.
EDA measurements are greater to pain stimuli, than cardiovascular, respiratory or even BIS monitoring. These encouraging results suggest that, further studies are needed to better define EDA role in ICU.",https://pubmed.ncbi.nlm.nih.gov/30216182/
29920532,"Different effects of propofol and dexmedetomidine sedation on electroencephalogram patterns: Wakefulness, moderate sedation, deep sedation and recovery.",PloS one,2018,"Xi C, Sun S, Pan C, Ji F, Cui X, Li T","Sedation induces changes in electroencephalography (EEG) dynamics. However, the distinct EEG dynamic characteristics at comparable sedation levels have not been well studied, resulting in potential interpretation errors in EEG monitoring during sedation. We aimed to analyze the EEG dynamics of dexmedetomidine and propofol at comparable sedation levels and to explore EEG changes with increased sedation levels for each agent. We measured the Bispectral Index (BIS) and 20-channel EEG under dexmedetomidine and propofol sedation from wakefulness, moderate sedation, and deep sedation to recovery in healthy volunteers (n = 10) in a randomized, 2-day, crossover study. Observer's Assessment of Alertness and Sedation (OAA/S) score was used to assess sedation levels. Despite similar changes in increased delta oscillations, multiple differences in the EEG spatiotemporal dynamics were observed between these two agents. During moderate sedation, both dexmedetomidine and propofol induced increased spindle power; however, dexmedetomidine decreased the global alpha/beta/gamma power, whereas propofol decreased the alpha power in the occipital area and increased the global spindle/beta/gamma power. During deep sedation, dexmedetomidine was associated with increased fronto-central spindle power and decreased global alpha/beta/gamma power, but propofol was associated with increased theta/alpha/spindle/beta power, which was maximized in the frontal area. The transition of topographic alpha/spindle/beta power distribution from moderate sedation to deep sedation completely differed between these two agents. Our study demonstrated that there was a distinct hierarchy of EEG changes with increased sedation depths by propofol and dexmedetomidine. Differences in EEG dynamics at the same sedation level might account for differences in the BIS value and reflect the different sedation mechanisms. EEG-based clinical sedation monitoring should consider the effect of drug types on EEG dynamics.",https://pubmed.ncbi.nlm.nih.gov/29920532/
29668462,Electrodermal Activity Monitoring during Endotracheal Suction in Sedated Adult Intensive Care Unit Patients.,Folia medica,2018,"Aslanidis T, Grosomanidis V, Karakoulas K, Chatzisotiriou A","Endotracheal suctioning of respiratory secretions is one of the most common causes of pain and discomfort in Intensive Care Unit environment. The electrical properties of the skin, also known as electrodermal activity (EDA), are considered as an indirect measure of autonomous nervous system.
This study explores EDA changes during endotracheal suction in sedated adult critical care patients; and compares these changes to other monitoring parameters.
Skin conductance variability, selected hemodynamic and respiratory parameters, bispectral index (BIS) and ambient noise level, were monitored during 4 hour routine daytime intensive care nursing and treatment in an adult Intensive Care Unit. 4h-measurements were divided into 2 groups, based upon the sedation level (group A: Ramsay sedation scale 2-4 and group B: 5-6 respectively) of the patients. Selected recordings before and after endotracheal suction (stress events) were performed. Seven stress events from Group A and 17 from Group B were included for further analysis. Patients' demographics, laboratory exams and severity scores were recorded. Pain status evaluation before every event was also performed via 2 independent observers.
In both groups the rate of EDA changes was greater than in other monitoring parameters. Yet, in group A only selected parameters were significantly changed after the start of the procedure, while in group B, every parameter showed significant change (p<0.05). Groups were similar for other co-founding factors.
EDA measurements are more sensitive to stress stimuli, than cardiovascular, respiratory or even BIS monitoring. Deeper sedation seems to affect more the intensity of EDA changes during suction.",https://pubmed.ncbi.nlm.nih.gov/29668462/
29411681,Assessment of sedation level for endoscopic retrograde cholangiopancreatography - a prospective validation study.,Scandinavian journal of gastroenterology,2018,"Jokelainen J, Mustonen H, Kylänpää L, Udd M, Lindström O, Pöyhiä R","There is no consensus on how to assess the depth of sedation for endoscopic retrograde cholangiopancreatography (ERCP). This study was carried out in order to evaluate different methods of assessment of depth of sedation: bispectral index (BiS), modified Richmond Agitation/Sedation Scale (mRASS), modified Ramsay Sedation Scale (mRSS) and modified Observer Assessment of Alertness and Sedation (mOAAS) and their applicability to clinical practice.
Two hundred patients were recruited. Sedation was given by standard clinical practice using propofol sedation or patient controlled sedation. Sedation was assessed on all patients using the above-mentioned methods. BiS was considered the reference point for sedation scales. Cronbach's alpha was calculated to determine the consistency of different scales in respect to each other and prediction probability and Spearman's correlation coefficients of sedation scales were calculated to show the relationship between sedation scales and BiS.
All scales showed high reliability with overall Cronbach's alpha 0.943. Dropping scales suggested better consistency between mOAAS, mRSS and mRASS than with BiS. Spearman's correlation and prediction probability showed similar results with all tested scales: mOAAS (0.695, 0.739), mRSS (0.673, 0.735), mRASS (0.683, 0.738), p < .01 for all scales.
All tested methods were found to be reliable in the assessment of the depth of sedation when compared with each other. However, mRASS, mRSS and mOAAS require the patient to respond to verbal or tactile stimulus, which may impair execution of ERCP, whereas BiS information is collected directly from electroencephalogram and thus may be preferable in clinical setting.",https://pubmed.ncbi.nlm.nih.gov/29411681/
